"state","county","year","party","candidate","votes","pct"
"NJ","Hunterdon",2016,"LIB","Gary Johnson",2208,3.1
"NJ","Hunterdon",2016,"GRN","Jill Stein",805,1.1
"NJ","Hunterdon",2016,"OTH","Other",207,0.3
"NJ","Mercer",2016,"DEM","Hillary Clinton",93721,66.3
"NJ","Mercer",2016,"REP","Donald Trump",42604,30.1
"NJ","Mercer",2016,"LIB","Gary Johnson",2907,2.1
"NJ","Mercer",2016,"GRN","Jill Stein",1519,1.1
"NJ","Mercer",2016,"OTH","Other",581,0.4
"NJ","Middlesex",2016,"DEM","Hillary Clinton",164887,58.3
"NJ","Middlesex",2016,"REP","Donald Trump",108981,38.6
"NJ","Middlesex",2016,"LIB","Gary Johnson",4686,1.7
"NJ","Middlesex",2016,"GRN","Jill Stein",3050,1.1
"NJ","Middlesex",2016,"OTH","Other",1064,0.4
"NJ","Monmouth",2016,"REP","Donald Trump",165305,53.1
"NJ","Monmouth",2016,"DEM","Hillary Clinton",135825,43.6
"NJ","Monmouth",2016,"LIB","Gary Johnson",6321,2
"NJ","Monmouth",2016,"GRN","Jill Stein",3138,1
"NJ","Monmouth",2016,"OTH","Other",885,0.3
"NJ","Morris",2016,"REP","Donald Trump",125376,50.4
"NJ","Morris",2016,"DEM","Hillary Clinton",114437,46
"NJ","Morris",2016,"LIB","Gary Johnson",5903,2.4
"NJ","Morris",2016,"GRN","Jill Stein",2516,1
"NJ","Morris",2016,"OTH","Other",616,0.2
"NJ","Ocean",2016,"REP","Donald Trump",170103,65.5
"NJ","Ocean",2016,"DEM","Hillary Clinton",81845,31.5
"NJ","Ocean",2016,"LIB","Gary Johnson",4563,1.8
"NJ","Ocean",2016,"GRN","Jill Stein",2012,0.8
"NJ","Ocean",2016,"OTH","Other",1069,0.4
"NJ","Passaic",2016,"DEM","Hillary Clinton",112608,59.5
"NJ","Passaic",2016,"REP","Donald Trump",71488,37.8
"NJ","Passaic",2016,"LIB","Gary Johnson",2478,1.3
"NJ","Passaic",2016,"GRN","Jill Stein",1896,1
"NJ","Passaic",2016,"OTH","Other",629,0.3
"NJ","Salem",2016,"REP","Donald Trump",16256,55.6
"NJ","Salem",2016,"DEM","Hillary Clinton",11766,40.3
"NJ","Salem",2016,"LIB","Gary Johnson",855,2.9
"NJ","Salem",2016,"GRN","Jill Stein",236,0.8
"NJ","Salem",2016,"OTH","Other",107,0.4
"NJ","Somerset",2016,"DEM","Hillary Clinton",83839,54.4
"NJ","Somerset",2016,"REP","Donald Trump",64640,41.9
"NJ","Somerset",2016,"LIB","Gary Johnson",3694,2.4
"NJ","Somerset",2016,"GRN","Jill Stein",1532,1
"NJ","Somerset",2016,"OTH","Other",544,0.4
"NJ","Sussex",2016,"REP","Donald Trump",46486,62.9
"NJ","Sussex",2016,"DEM","Hillary Clinton",24132,32.7
"NJ","Sussex",2016,"LIB","Gary Johnson",2018,2.7
"NJ","Sussex",2016,"GRN","Jill Stein",840,1.1
"NJ","Sussex",2016,"OTH","Other",384,0.5
"NJ","Union",2016,"DEM","Hillary Clinton",145412,66.3
"NJ","Union",2016,"REP","Donald Trump",67582,30.8
"NJ","Union",2016,"LIB","Gary Johnson",3598,1.6
"NJ","Union",2016,"GRN","Jill Stein",1760,0.8
"NJ","Union",2016,"OTH","Other",1033,0.5
"NJ","Warren",2016,"REP","Donald Trump",29393,60.7
"NJ","Warren",2016,"DEM","Hillary Clinton",16991,35.1
"NJ","Warren",2016,"LIB","Gary Johnson",1241,2.6
"NJ","Warren",2016,"GRN","Jill Stein",551,1.1
"NM","Bernalillo",2016,"DEM","Hillary Clinton",141960,52.6
"NM","Bernalillo",2016,"REP","Donald Trump",93874,34.8
"NM","Bernalillo",2016,"LIB","Gary Johnson",29393,10.9
"NM","Bernalillo",2016,"GRN","Jill Stein",3572,1.3
"NM","Bernalillo",2016,"OTH","Other",1062,0.4
"NM","Catron",2016,"REP","Donald Trump",1453,71.8
"NM","Catron",2016,"DEM","Hillary Clinton",426,21
"NM","Catron",2016,"LIB","Gary Johnson",109,5.4
"NM","Catron",2016,"GRN","Jill Stein",23,1.1
"NM","Catron",2016,"OTH","Other",13,0.6
"NM","Chaves",2016,"REP","Donald Trump",12869,63.8
"NM","Chaves",2016,"DEM","Hillary Clinton",5530,27.4
"NM","Chaves",2016,"LIB","Gary Johnson",1606,8
"NM","Chaves",2016,"GRN","Jill Stein",86,0.4
"NM","Chaves",2016,"OTH","Other",68,0.3
"NM","Cibola",2016,"DEM","Hillary Clinton",3721,46.7
"NM","Cibola",2016,"REP","Donald Trump",3179,39.9
"NM","Cibola",2016,"LIB","Gary Johnson",961,12.1
"NM","Cibola",2016,"GRN","Jill Stein",73,0.9
"NM","Cibola",2016,"OTH","Other",41,0.5
"NM","Colfax",2016,"REP","Donald Trump",2569,48.7
"NM","Colfax",2016,"DEM","Hillary Clinton",2118,40.2
"NM","Colfax",2016,"LIB","Gary Johnson",524,9.9
"NM","Colfax",2016,"GRN","Jill Stein",37,0.7
"NM","Colfax",2016,"OTH","Other",23,0.4
"NM","Curry",2016,"REP","Donald Trump",7560,67
"NM","Curry",2016,"DEM","Hillary Clinton",2776,24.6
"NM","Curry",2016,"LIB","Gary Johnson",842,7.5
"NM","Curry",2016,"GRN","Jill Stein",65,0.6
"NM","Curry",2016,"OTH","Other",49,0.4
"NM","De Baca",2016,"REP","Donald Trump",617,68.3
"NM","De Baca",2016,"DEM","Hillary Clinton",192,21.3
"NM","De Baca",2016,"LIB","Gary Johnson",88,9.7
"NM","De Baca",2016,"GRN","Jill Stein",6,0.7
"NM","De Baca",2016,"OTH","Other",NA,NA
"NM","Dona Ana",2016,"DEM","Hillary Clinton",37543,54.2
"NM","Dona Ana",2016,"REP","Donald Trump",25095,36.2
"NM","Dona Ana",2016,"LIB","Gary Johnson",5413,7.8
"NM","Dona Ana",2016,"GRN","Jill Stein",941,1.4
"NM","Dona Ana",2016,"OTH","Other",332,0.5
"NM","Eddy",2016,"REP","Donald Trump",13124,67.2
"NM","Eddy",2016,"DEM","Hillary Clinton",5008,25.7
"NM","Eddy",2016,"LIB","Gary Johnson",1262,6.5
"NM","Eddy",2016,"GRN","Jill Stein",84,0.4
"NM","Eddy",2016,"OTH","Other",45,0.2
"NM","Grant",2016,"DEM","Hillary Clinton",6226,49.3
"NM","Grant",2016,"REP","Donald Trump",5251,41.6
"NM","Grant",2016,"LIB","Gary Johnson",888,7
"NM","Grant",2016,"GRN","Jill Stein",218,1.7
"NM","Grant",2016,"OTH","Other",50,0.4
"NM","Guadalupe",2016,"DEM","Hillary Clinton",962,53.2
"NM","Guadalupe",2016,"REP","Donald Trump",591,32.7
"NM","Guadalupe",2016,"LIB","Gary Johnson",237,13.1
"NM","Guadalupe",2016,"GRN","Jill Stein",18,1
"NM","Guadalupe",2016,"OTH","Other",1,0.1
"NM","Harding",2016,"REP","Donald Trump",311,59
"NM","Harding",2016,"DEM","Hillary Clinton",156,29.6
"NM","Harding",2016,"LIB","Gary Johnson",55,10.4
"NM","Harding",2016,"GRN","Jill Stein",3,0.6
"NM","Harding",2016,"OTH","Other",2,0.4
"NM","Hidalgo",2016,"REP","Donald Trump",906,49.3
"NM","Hidalgo",2016,"DEM","Hillary Clinton",780,42.5
"NM","Hidalgo",2016,"LIB","Gary Johnson",137,7.5
"NM","Hidalgo",2016,"OTH","Other",8,0.4
"NM","Hidalgo",2016,"GRN","Jill Stein",5,0.3
"NM","Lea",2016,"REP","Donald Trump",12306,70.9
"NM","Lea",2016,"DEM","Hillary Clinton",3877,22.3
"NM","Lea",2016,"LIB","Gary Johnson",1081,6.2
"NM","Lea",2016,"GRN","Jill Stein",53,0.3
"NM","Lea",2016,"OTH","Other",52,0.3
"NM","Lincoln",2016,"REP","Donald Trump",5889,66.5
"NM","Lincoln",2016,"DEM","Hillary Clinton",2329,26.3
"NM","Lincoln",2016,"LIB","Gary Johnson",559,6.3
"NM","Lincoln",2016,"GRN","Jill Stein",59,0.7
"NM","Lincoln",2016,"OTH","Other",20,0.2
"NM","Los Alamos",2016,"DEM","Hillary Clinton",5443,52.2
"NM","Los Alamos",2016,"REP","Donald Trump",3329,31.9
"NM","Los Alamos",2016,"LIB","Gary Johnson",1498,14.4
"NM","Los Alamos",2016,"GRN","Jill Stein",119,1.1
"NM","Los Alamos",2016,"OTH","Other",41,0.4
"NM","Luna",2016,"REP","Donald Trump",3478,48
"NM","Luna",2016,"DEM","Hillary Clinton",3195,44.1
"NM","Luna",2016,"LIB","Gary Johnson",481,6.6
"NM","Luna",2016,"GRN","Jill Stein",66,0.9
"NM","Luna",2016,"OTH","Other",25,0.3
"NM","McKinley",2016,"DEM","Hillary Clinton",13162,63.3
"NM","McKinley",2016,"REP","Donald Trump",4893,23.5
"NM","McKinley",2016,"LIB","Gary Johnson",2319,11.2
"NM","McKinley",2016,"GRN","Jill Stein",269,1.3
"NM","McKinley",2016,"OTH","Other",148,0.7
"NM","Mora",2016,"DEM","Hillary Clinton",1533,63.1
"NM","Mora",2016,"REP","Donald Trump",662,27.3
"NM","Mora",2016,"LIB","Gary Johnson",193,7.9
"NM","Mora",2016,"GRN","Jill Stein",35,1.4
"NM","Mora",2016,"OTH","Other",6,0.2
"NM","Otero",2016,"REP","Donald Trump",11756,59.9
"NM","Otero",2016,"DEM","Hillary Clinton",6033,30.7
"NM","Otero",2016,"LIB","Gary Johnson",1584,8.1
"NM","Otero",2016,"GRN","Jill Stein",164,0.8
"NM","Otero",2016,"OTH","Other",99,0.5
"NM","Quay",2016,"REP","Donald Trump",2208,62.2
"NM","Quay",2016,"DEM","Hillary Clinton",1016,28.6
"NM","Quay",2016,"LIB","Gary Johnson",299,8.4
"NM","Quay",2016,"GRN","Jill Stein",15,0.4
"NM","Quay",2016,"OTH","Other",12,0.3
"NM","Rio Arriba",2016,"DEM","Hillary Clinton",9534,64.6
"NM","Rio Arriba",2016,"REP","Donald Trump",3583,24.3
"NM","Rio Arriba",2016,"LIB","Gary Johnson",1418,9.6
"NM","Rio Arriba",2016,"GRN","Jill Stein",186,1.3
"NM","Rio Arriba",2016,"OTH","Other",46,0.3
"NM","Roosevelt",2016,"REP","Donald Trump",3865,66
"NM","Roosevelt",2016,"DEM","Hillary Clinton",1445,24.7
"NM","Roosevelt",2016,"LIB","Gary Johnson",474,8.1
"NM","Roosevelt",2016,"GRN","Jill Stein",47,0.8
"NM","Roosevelt",2016,"OTH","Other",24,0.4
"NM","San Juan",2016,"REP","Donald Trump",27879,61.3
"NM","San Juan",2016,"DEM","Hillary Clinton",12826,28.2
"NM","San Juan",2016,"LIB","Gary Johnson",4177,9.2
"NM","San Juan",2016,"GRN","Jill Stein",351,0.8
"NM","San Juan",2016,"OTH","Other",243,0.5
"NM","San Miguel",2016,"DEM","Hillary Clinton",7249,68
"NM","San Miguel",2016,"REP","Donald Trump",2302,21.6
"NM","San Miguel",2016,"LIB","Gary Johnson",910,8.5
"NM","San Miguel",2016,"GRN","Jill Stein",158,1.5
"NM","San Miguel",2016,"OTH","Other",43,0.4
"NM","Sandoval",2016,"DEM","Hillary Clinton",27405,45.2
"NM","Sandoval",2016,"REP","Donald Trump",25748,42.5
"NM","Sandoval",2016,"LIB","Gary Johnson",6588,10.9
"NM","Sandoval",2016,"GRN","Jill Stein",618,1
"NM","Sandoval",2016,"OTH","Other",238,0.4
"NM","Santa Fe",2016,"DEM","Hillary Clinton",49956,71.3
"NM","Santa Fe",2016,"REP","Donald Trump",14198,20.3
"NM","Santa Fe",2016,"LIB","Gary Johnson",4313,6.2
"NM","Santa Fe",2016,"GRN","Jill Stein",1421,2
"NM","Santa Fe",2016,"OTH","Other",194,0.3
"NM","Sierra",2016,"REP","Donald Trump",2998,58.5
"NM","Sierra",2016,"DEM","Hillary Clinton",1600,31.2
"NM","Sierra",2016,"LIB","Gary Johnson",437,8.5
"NM","Sierra",2016,"GRN","Jill Stein",75,1.5
"NM","Sierra",2016,"OTH","Other",19,0.4
"NM","Socorro",2016,"DEM","Hillary Clinton",3275,48.5
"NM","Socorro",2016,"REP","Donald Trump",2592,38.4
"NM","Socorro",2016,"LIB","Gary Johnson",794,11.8
"NM","Socorro",2016,"GRN","Jill Stein",58,0.9
"NM","Socorro",2016,"OTH","Other",37,0.5
"NM","Taos",2016,"DEM","Hillary Clinton",10550,70
"NM","Taos",2016,"REP","Donald Trump",2706,18
"NM","Taos",2016,"LIB","Gary Johnson",1170,7.8
"NM","Taos",2016,"GRN","Jill Stein",608,4
"NM","Taos",2016,"OTH","Other",38,0.3
"NM","Torrance",2016,"REP","Donald Trump",3695,59.1
"NM","Torrance",2016,"DEM","Hillary Clinton",1770,28.3
"NM","Torrance",2016,"LIB","Gary Johnson",688,11
"NM","Torrance",2016,"GRN","Jill Stein",66,1.1
"NM","Torrance",2016,"OTH","Other",31,0.5
"NM","Union",2016,"REP","Donald Trump",1214,71.9
"NM","Union",2016,"DEM","Hillary Clinton",318,18.8
"NM","Union",2016,"LIB","Gary Johnson",133,7.9
"NM","Union",2016,"GRN","Jill Stein",13,0.8
"NM","Union",2016,"OTH","Other",10,0.6
"NM","Valencia",2016,"REP","Donald Trump",13175,48.2
"NM","Valencia",2016,"DEM","Hillary Clinton",10810,39.5
"NM","Valencia",2016,"LIB","Gary Johnson",3038,11.1
"NM","Valencia",2016,"GRN","Jill Stein",217,0.8
"NV","Carson City",2016,"REP","Donald Trump",13125,52.5
"NV","Carson City",2016,"DEM","Hillary Clinton",9610,38.4
"NV","Carson City",2016,"LIB","Gary Johnson",1159,4.6
"NV","Carson City",2016,"OTH","Other",1122,4.5
"NV","Churchill",2016,"REP","Donald Trump",7828,71.6
"NV","Churchill",2016,"DEM","Hillary Clinton",2210,20.2
"NV","Churchill",2016,"LIB","Gary Johnson",450,4.1
"NV","Churchill",2016,"OTH","Other",448,4.1
"NV","Clark",2016,"DEM","Hillary Clinton",401068,52.4
"NV","Clark",2016,"REP","Donald Trump",319571,41.8
"NV","Clark",2016,"LIB","Gary Johnson",22407,2.9
"NV","Clark",2016,"OTH","Other",22375,2.9
"NV","Douglas",2016,"REP","Donald Trump",17406,62.5
"NV","Douglas",2016,"DEM","Hillary Clinton",8453,30.3
"NV","Douglas",2016,"OTH","Other",1010,3.6
"NV","Douglas",2016,"LIB","Gary Johnson",1002,3.6
"NV","Elko",2016,"REP","Donald Trump",13542,73
"NV","Elko",2016,"DEM","Hillary Clinton",3400,18.3
"NV","Elko",2016,"LIB","Gary Johnson",824,4.4
"NV","Elko",2016,"OTH","Other",779,4.2
"NV","Esmeralda",2016,"REP","Donald Trump",329,77.8
"NV","Esmeralda",2016,"DEM","Hillary Clinton",65,15.4
"NV","Esmeralda",2016,"LIB","Gary Johnson",15,3.5
"NV","Esmeralda",2016,"OTH","Other",14,3.3
"NV","Eureka",2016,"REP","Donald Trump",723,84.7
"NV","Eureka",2016,"DEM","Hillary Clinton",74,8.7
"NV","Eureka",2016,"OTH","Other",38,4.4
"NV","Eureka",2016,"LIB","Gary Johnson",19,2.2
"NV","Humboldt",2016,"REP","Donald Trump",4521,70.3
"NV","Humboldt",2016,"DEM","Hillary Clinton",1386,21.5
"NV","Humboldt",2016,"LIB","Gary Johnson",269,4.2
"NV","Humboldt",2016,"OTH","Other",257,4
"NV","Lander",2016,"REP","Donald Trump",1828,75.8
"NV","Lander",2016,"DEM","Hillary Clinton",403,16.7
"NV","Lander",2016,"OTH","Other",103,4.3
"NV","Lander",2016,"LIB","Gary Johnson",79,3.3
"NV","Lincoln",2016,"REP","Donald Trump",1671,78.4
"NV","Lincoln",2016,"DEM","Hillary Clinton",285,13.4
"NV","Lincoln",2016,"OTH","Other",114,5.3
"NV","Lincoln",2016,"LIB","Gary Johnson",62,2.9
"NV","Lyon",2016,"REP","Donald Trump",16005,67.4
"NV","Lyon",2016,"DEM","Hillary Clinton",6146,25.9
"NV","Lyon",2016,"LIB","Gary Johnson",813,3.4
"NV","Lyon",2016,"OTH","Other",798,3.4
"NV","Mineral",2016,"REP","Donald Trump",1179,59
"NV","Mineral",2016,"DEM","Hillary Clinton",637,31.9
"NV","Mineral",2016,"OTH","Other",93,4.7
"NV","Mineral",2016,"LIB","Gary Johnson",88,4.4
"NV","Nye",2016,"REP","Donald Trump",13320,68
"NV","Nye",2016,"DEM","Hillary Clinton",5095,26
"NV","Nye",2016,"OTH","Other",625,3.2
"NV","Nye",2016,"LIB","Gary Johnson",552,2.8
"NV","Pershing",2016,"REP","Donald Trump",1403,70.8
"NV","Pershing",2016,"DEM","Hillary Clinton",430,21.7
"NV","Pershing",2016,"OTH","Other",91,4.6
"NV","Pershing",2016,"LIB","Gary Johnson",58,2.9
"NV","Storey",2016,"REP","Donald Trump",1616,63.2
"NV","Storey",2016,"DEM","Hillary Clinton",752,29.4
"NV","Storey",2016,"LIB","Gary Johnson",100,3.9
"NV","Storey",2016,"OTH","Other",90,3.5
"NV","Washoe",2016,"DEM","Hillary Clinton",97032,46.4
"NV","Washoe",2016,"REP","Donald Trump",94529,45.2
"NV","Washoe",2016,"LIB","Gary Johnson",9251,4.4
"NV","Washoe",2016,"OTH","Other",8470,4
"NV","White Pine",2016,"REP","Donald Trump",2723,72.2
"NV","White Pine",2016,"DEM","Hillary Clinton",707,18.7
"NV","White Pine",2016,"OTH","Other",192,5.1
"NY","Albany",2016,"DEM","Hillary Clinton",74775,59.5
"NY","Albany",2016,"REP","Donald Trump",44227,35.2
"NY","Albany",2016,"LIB","Gary Johnson",4351,3.5
"NY","Albany",2016,"GRN","Jill Stein",2291,1.8
"NY","Allegany",2016,"REP","Donald Trump",11712,68.4
"NY","Allegany",2016,"DEM","Hillary Clinton",4473,26.1
"NY","Allegany",2016,"LIB","Gary Johnson",675,3.9
"NY","Allegany",2016,"GRN","Jill Stein",251,1.5
"NY","Bronx",2016,"DEM","Hillary Clinton",318403,88.7
"NY","Bronx",2016,"REP","Donald Trump",34424,9.6
"NY","Bronx",2016,"GRN","Jill Stein",3960,1.1
"NY","Bronx",2016,"LIB","Gary Johnson",2070,0.6
"NY","Broome",2016,"REP","Donald Trump",38077,49
"NY","Broome",2016,"DEM","Hillary Clinton",35212,45.3
"NY","Broome",2016,"LIB","Gary Johnson",2963,3.8
"NY","Broome",2016,"GRN","Jill Stein",1405,1.8
"NY","Cattaraugus",2016,"REP","Donald Trump",18668,64.5
"NY","Cattaraugus",2016,"DEM","Hillary Clinton",8717,30.1
"NY","Cattaraugus",2016,"LIB","Gary Johnson",1157,4
"NY","Cattaraugus",2016,"GRN","Jill Stein",419,1.4
"NY","Cayuga",2016,"REP","Donald Trump",16194,53.8
"NY","Cayuga",2016,"DEM","Hillary Clinton",12202,40.5
"NY","Cayuga",2016,"LIB","Gary Johnson",1255,4.2
"NY","Cayuga",2016,"GRN","Jill Stein",473,1.6
"NY","Chautauqua",2016,"REP","Donald Trump",29418,59.6
"NY","Chautauqua",2016,"DEM","Hillary Clinton",17281,35
"NY","Chautauqua",2016,"LIB","Gary Johnson",1985,4
"NY","Chautauqua",2016,"GRN","Jill Stein",697,1.4
"NY","Chemung",2016,"REP","Donald Trump",19025,57.3
"NY","Chemung",2016,"DEM","Hillary Clinton",12394,37.3
"NY","Chemung",2016,"LIB","Gary Johnson",1347,4.1
"NY","Chemung",2016,"GRN","Jill Stein",429,1.3
"NY","Chenango",2016,"REP","Donald Trump",11024,60.9
"NY","Chenango",2016,"DEM","Hillary Clinton",5943,32.8
"NY","Chenango",2016,"LIB","Gary Johnson",823,4.5
"NY","Chenango",2016,"GRN","Jill Stein",323,1.8
"NY","Clinton",2016,"DEM","Hillary Clinton",13446,47.4
"NY","Clinton",2016,"REP","Donald Trump",13181,46.4
"NY","Clinton",2016,"LIB","Gary Johnson",1185,4.2
"NY","Clinton",2016,"GRN","Jill Stein",566,2
"NY","Columbia",2016,"DEM","Hillary Clinton",13123,48.1
"NY","Columbia",2016,"REP","Donald Trump",12756,46.8
"NY","Columbia",2016,"LIB","Gary Johnson",839,3.1
"NY","Columbia",2016,"GRN","Jill Stein",537,2
"NY","Cortland",2016,"REP","Donald Trump",9207,50
"NY","Cortland",2016,"DEM","Hillary Clinton",7976,43.3
"NY","Cortland",2016,"LIB","Gary Johnson",888,4.8
"NY","Cortland",2016,"GRN","Jill Stein",353,1.9
"NY","Delaware",2016,"REP","Donald Trump",11012,61.9
"NY","Delaware",2016,"DEM","Hillary Clinton",5825,32.8
"NY","Delaware",2016,"LIB","Gary Johnson",597,3.4
"NY","Delaware",2016,"GRN","Jill Stein",344,1.9
"NY","Dutchess",2016,"REP","Donald Trump",58163,48.4
"NY","Dutchess",2016,"DEM","Hillary Clinton",56874,47.3
"NY","Dutchess",2016,"LIB","Gary Johnson",3304,2.7
"NY","Dutchess",2016,"GRN","Jill Stein",1858,1.5
"NY","Erie",2016,"DEM","Hillary Clinton",192065,50.1
"NY","Erie",2016,"REP","Donald Trump",173817,45.4
"NY","Erie",2016,"LIB","Gary Johnson",11542,3
"NY","Erie",2016,"GRN","Jill Stein",5824,1.5
"NY","Essex",2016,"REP","Donald Trump",7275,48.2
"NY","Essex",2016,"DEM","Hillary Clinton",6760,44.8
"NY","Essex",2016,"LIB","Gary Johnson",664,4.4
"NY","Essex",2016,"GRN","Jill Stein",380,2.5
"NY","Franklin",2016,"REP","Donald Trump",7636,50.4
"NY","Franklin",2016,"DEM","Hillary Clinton",6517,43
"NY","Franklin",2016,"LIB","Gary Johnson",657,4.3
"NY","Franklin",2016,"GRN","Jill Stein",338,2.2
"NY","Fulton",2016,"REP","Donald Trump",12759,65.2
"NY","Fulton",2016,"DEM","Hillary Clinton",5805,29.7
"NY","Fulton",2016,"LIB","Gary Johnson",711,3.6
"NY","Fulton",2016,"GRN","Jill Stein",288,1.5
"NY","Genesee",2016,"REP","Donald Trump",15986,65.3
"NY","Genesee",2016,"DEM","Hillary Clinton",6946,28.4
"NY","Genesee",2016,"LIB","Gary Johnson",1239,5.1
"NY","Genesee",2016,"GRN","Jill Stein",292,1.2
"NY","Greene",2016,"REP","Donald Trump",11546,61.2
"NY","Greene",2016,"DEM","Hillary Clinton",6370,33.8
"NY","Greene",2016,"LIB","Gary Johnson",568,3
"NY","Greene",2016,"GRN","Jill Stein",385,2
"NY","Hamilton",2016,"REP","Donald Trump",1795,66.8
"NY","Hamilton",2016,"DEM","Hillary Clinton",752,28
"NY","Hamilton",2016,"LIB","Gary Johnson",102,3.8
"NY","Hamilton",2016,"GRN","Jill Stein",39,1.5
"NY","Herkimer",2016,"REP","Donald Trump",15664,64.6
"NY","Herkimer",2016,"DEM","Hillary Clinton",7289,30
"NY","Herkimer",2016,"LIB","Gary Johnson",938,3.9
"NY","Herkimer",2016,"GRN","Jill Stein",370,1.5
"NY","Jefferson",2016,"REP","Donald Trump",19947,58.2
"NY","Jefferson",2016,"DEM","Hillary Clinton",12289,35.9
"NY","Jefferson",2016,"LIB","Gary Johnson",1467,4.3
"NY","Jefferson",2016,"GRN","Jill Stein",560,1.6
"NY","Kings",2016,"DEM","Hillary Clinton",595086,79.7
"NY","Kings",2016,"REP","Donald Trump",133653,17.9
"NY","Kings",2016,"GRN","Jill Stein",11165,1.5
"NY","Kings",2016,"LIB","Gary Johnson",6391,0.9
"NY","Lewis",2016,"REP","Donald Trump",6916,67.1
"NY","Lewis",2016,"DEM","Hillary Clinton",2828,27.4
"NY","Lewis",2016,"LIB","Gary Johnson",446,4.3
"NY","Lewis",2016,"GRN","Jill Stein",122,1.2
"NY","Livingston",2016,"REP","Donald Trump",19211,61.3
"NY","Livingston",2016,"DEM","Hillary Clinton",10478,33.4
"NY","Livingston",2016,"LIB","Gary Johnson",1245,4
"NY","Livingston",2016,"GRN","Jill Stein",429,1.4
"NY","Madison",2016,"REP","Donald Trump",14901,54.4
"NY","Madison",2016,"DEM","Hillary Clinton",10548,38.5
"NY","Madison",2016,"LIB","Gary Johnson",1460,5.3
"NY","Madison",2016,"GRN","Jill Stein",483,1.8
"NY","Monroe",2016,"DEM","Hillary Clinton",174063,54.4
"NY","Monroe",2016,"REP","Donald Trump",128871,40.3
"NY","Monroe",2016,"LIB","Gary Johnson",12273,3.8
"NY","Monroe",2016,"GRN","Jill Stein",4957,1.5
"NY","Montgomery",2016,"REP","Donald Trump",10579,60.7
"NY","Montgomery",2016,"DEM","Hillary Clinton",5961,34.2
"NY","Montgomery",2016,"LIB","Gary Johnson",648,3.7
"NY","Montgomery",2016,"GRN","Jill Stein",250,1.4
"NY","Nassau",2016,"DEM","Hillary Clinton",307326,51.3
"NY","Nassau",2016,"REP","Donald Trump",275479,45.9
"NY","Nassau",2016,"LIB","Gary Johnson",10488,1.7
"NY","Nassau",2016,"GRN","Jill Stein",6356,1.1
"NY","New York",2016,"DEM","Hillary Clinton",515481,87.2
"NY","New York",2016,"REP","Donald Trump",58935,10
"NY","New York",2016,"GRN","Jill Stein",8515,1.4
"NY","New York",2016,"LIB","Gary Johnson",8437,1.4
"NY","Niagara",2016,"REP","Donald Trump",49223,57.2
"NY","Niagara",2016,"DEM","Hillary Clinton",32888,38.2
"NY","Niagara",2016,"LIB","Gary Johnson",2666,3.1
"NY","Niagara",2016,"GRN","Jill Stein",1223,1.4
"NY","Oneida",2016,"REP","Donald Trump",48490,57.8
"NY","Oneida",2016,"DEM","Hillary Clinton",30749,36.7
"NY","Oneida",2016,"LIB","Gary Johnson",3478,4.1
"NY","Oneida",2016,"GRN","Jill Stein",1159,1.4
"NY","Onondaga",2016,"DEM","Hillary Clinton",102915,53.6
"NY","Onondaga",2016,"REP","Donald Trump",78277,40.8
"NY","Onondaga",2016,"LIB","Gary Johnson",7861,4.1
"NY","Onondaga",2016,"GRN","Jill Stein",2909,1.5
"NY","Ontario",2016,"REP","Donald Trump",24343,51.1
"NY","Ontario",2016,"DEM","Hillary Clinton",20233,42.4
"NY","Ontario",2016,"LIB","Gary Johnson",2285,4.8
"NY","Ontario",2016,"GRN","Jill Stein",803,1.7
"NY","Orange",2016,"REP","Donald Trump",72129,51.2
"NY","Orange",2016,"DEM","Hillary Clinton",63037,44.8
"NY","Orange",2016,"LIB","Gary Johnson",3570,2.5
"NY","Orange",2016,"GRN","Jill Stein",2017,1.4
"NY","Orleans",2016,"REP","Donald Trump",11582,69.3
"NY","Orleans",2016,"DEM","Hillary Clinton",4327,25.9
"NY","Orleans",2016,"LIB","Gary Johnson",634,3.8
"NY","Orleans",2016,"GRN","Jill Stein",179,1.1
"NY","Oswego",2016,"REP","Donald Trump",25870,58.6
"NY","Oswego",2016,"DEM","Hillary Clinton",15614,35.4
"NY","Oswego",2016,"LIB","Gary Johnson",1976,4.5
"NY","Oswego",2016,"GRN","Jill Stein",662,1.5
"NY","Otsego",2016,"REP","Donald Trump",12284,53.4
"NY","Otsego",2016,"DEM","Hillary Clinton",9285,40.3
"NY","Otsego",2016,"LIB","Gary Johnson",977,4.2
"NY","Otsego",2016,"GRN","Jill Stein",478,2.1
"NY","Putnam",2016,"REP","Donald Trump",25241,57.1
"NY","Putnam",2016,"DEM","Hillary Clinton",17363,39.3
"NY","Putnam",2016,"LIB","Gary Johnson",1039,2.4
"NY","Putnam",2016,"GRN","Jill Stein",543,1.2
"NY","Queens",2016,"DEM","Hillary Clinton",473389,75.5
"NY","Queens",2016,"REP","Donald Trump",138550,22.1
"NY","Queens",2016,"GRN","Jill Stein",8512,1.4
"NY","Queens",2016,"LIB","Gary Johnson",6570,1
"NY","Rensselaer",2016,"REP","Donald Trump",31933,48.4
"NY","Rensselaer",2016,"DEM","Hillary Clinton",30039,45.5
"NY","Rensselaer",2016,"LIB","Gary Johnson",2758,4.2
"NY","Rensselaer",2016,"GRN","Jill Stein",1261,1.9
"NY","Richmond",2016,"REP","Donald Trump",95612,57.2
